index,album,entity_album,singer,identity,digit_date,price2,price,song_number,sales_volumn,total-sale,digit_album_img,entity_album_date,diff,entity-platform,entity_price,entity_type,entity_img,entity_thing,singer-img
383,日月,日月,汪苏泷,大陆歌手,2019/4/22,3.0,3.0,1,100458,301374.0,https://y.qq.com/music/photo_new/T002R300x300M0000016PtaO1HiyMj_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001z2JmX09LLgL_5.jpg?max_age=2592000
384,EVEN WONG,EVEN WONG,王晨艺,大陆歌手,2019/8/19,8.0,8.0,3,641061,5128488.0,https://p1.music.126.net/etkaLPyzRTr0Evc6Ex3w2g==/109951164297779413.jpg?param=140y140,,,,,,,,https://p2.music.126.net/xmiZPORyHEkrobG-Q9y20Q==/109951164137707850.jpg
385,MIRRORS,MIRRORS,王嘉尔,大陆歌手,2019/10/25,15.0,15.0,8,814915,12223725.0,https://p2.music.126.net/j7xzSfiwEfCMFStdcN3JZQ==/109951164447388316.jpg?param=140y140,2019/12/4,40.0,网易云音乐,328.0,黑胶,https://p2.music.126.net/j7xzSfiwEfCMFStdcN3JZQ==/109951164447388316.jpg,歌词,https://p2.music.126.net/RqBxM3IVu40akNdVy_9EsQ==/109951167859042365.jpg
386,LOST & FOUND,LOST & FOUND,王嘉尔,大陆歌手,2022/3/7,24.0,24.0,8,121316,2911584.0,https://p2.music.126.net/YUMGgVuJMW-5mpCxPNi9RQ==/109951167108330074.jpg?param=140y140,,,,,,,,https://p2.music.126.net/RqBxM3IVu40akNdVy_9EsQ==/109951167859042365.jpg
387,画外音,画外音,王凯,其他,2018/7/16,18.0,18.0,13,192497,3465332.0,https://y.qq.com/music/photo_new/T002R300x300M000004OB2uQ3ctvsH_1.jpg?max_age=2592000,2018/10/30,106.0,天猫/京东/苏宁,405.0,黑胶,https://img13.360buyimg.com/n1/jfs/t1/5154/40/3637/173338/5b9a0becE03dae6fb/42cd360ad49fab8d.jpg,歌词/海报/CD,https://y.qq.com/music/photo_new/T001R300x300M000002pR1v90vG2Fn_2.jpg?max_age=2592000
388,A.I. 爱：第一集,A.I. 爱：第一集,王力宏,台湾歌手,2017/9/15,5.0,5.0,2,373084,1865420.0,https://y.qq.com/music/photo_new/T002R300x300M000000yLEum3mQbJ4_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001JDzPT3JdvqK_4.jpg?max_age=2592001
389,A.I. 爱：第二集,A.I. 爱：第二集,王力宏,台湾歌手,2017/10/13,5.0,5.0,2,278954,1394770.0,https://y.qq.com/music/photo_new/T002R300x300M000003S9CLZ0oJiXf_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001JDzPT3JdvqK_4.jpg?max_age=2592002
390,A.I. 爱,A.I. 爱,王力宏,台湾歌手,2017/12/11,18.0,18.0,11,169537,3233738.0,https://y.qq.com/music/photo_new/T002R300x300M000001z1OuX41cBAx_1.jpg?max_age=2592000,2017/11/18,-23.0,五大唱片/博客来/佳佳,,CD,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/020/22/0020202220.jpg&v=5a3b49a9k&w=348&h=348,歌词,https://y.qq.com/music/photo_new/T001R300x300M000001JDzPT3JdvqK_4.jpg?max_age=2592000
391,瑜书——王珮瑜京剧自选集,瑜书——王珮瑜京剧自选集,王珮瑜,其他,2021/7/8,10.0,10.0,12,3401,34010.0,https://y.qq.com/music/photo_new/T002R300x300M000000rVayH0RAqlm_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001TsvC308U7HV_3.jpg?max_age=2592000
392,唐,唐,王三溥,大陆歌手,2019/5/22,20.0,20.0,12,2356,47120.0,https://p2.music.126.net/BMJSI9Tblk9Hzd7uK8ReyA==/109951164089699484.jpg?param=140y140,,,,,,,,https://p1.music.126.net/mS2PtUF2F_x949tJHS5Kog==/109951166457235020.jpg
393,王贝贝,王贝贝,王文颖,大陆歌手,2019/9/8,24.0,24.0,8,251,6024.0,https://p1.music.126.net/pfxRvqcVxMuhIPjDSDpHMg==/109951164347069154.jpg?param=140y140,,,,,,,,https://p1.music.126.net/P59evEc0fYO_KFdfVBRv-Q==/2544269908428935.jpg
394,Come to Me,Come to Me,王晰,大陆歌手,2019/10/30,3.0,3.0,1,203829,611487.0,https://y.qq.com/music/photo_new/T002R300x300M000003usAqc4D5NyW_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000039pU5Y2PA9OW_4.jpg?max_age=2592000
395,想游泳的星,想游泳的星,王晰,大陆歌手,2023/2/8,4.0,4.0,1,17422,69688.0,https://y.qq.com/music/photo_new/T002R300x300M000000A0zgD060eoR_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000039pU5Y2PA9OW_4.jpg?max_age=2592000
396,花开的时间,花开的时间,王潇鸽 / 朱云 / 格桑多杰 / 男声合唱,合作歌手,2021/1/30,30.0,30.0,13,2969,89127.0,https://p1.music.126.net/9ywoPTrtgDiiGekXgD1b6w==/109951165671546710.jpg?param=140y140,,,,,,,,https://p2.music.126.net/KYdItcqAMjBxOpayzxmD4A==/109951165671534987.jpg
397,无感,无感,王一博,大陆歌手,2019/12/30,3.0,3.0,1,17585162,52755486.0,https://y.qq.com/music/photo_new/T002R300x300M000002yhtg940awcq_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004OG5IM1BYEI3_5.jpg?max_age=2592000
398,我的世界守则,我的世界守则,王一博,大陆歌手,2020/12/30,3.0,3.0,1,15488028,46464084.0,https://y.qq.com/music/photo_new/T002R300x300M000004dWUhr1Ral08_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004OG5IM1BYEI3_5.jpg?max_age=2592001
399,像阳光那样,像阳光那样,王一博,大陆歌手,2022/12/30,4.0,4.0,1,2507010,10028040.0,https://y.qq.com/music/photo_new/T002R300x300M0000011xu023tP4f0_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004OG5IM1BYEI3_5.jpg?max_age=2592002
400,熹微,熹微,王一博,大陆歌手,2020/12/8,3.0,3.0,1,2167948,6503844.0,https://y.qq.com/music/photo_new/T002R300x300M000004604QQ424dcU_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004OG5IM1BYEI3_5.jpg?max_age=2592003
401,Fire,Fire,王一博,大陆歌手,2019/1/17,2.0,2.0,2,1267781,2535562.0,https://y.qq.com/music/photo_new/T002R300x300M0000008PV7w1Aj0P4_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004OG5IM1BYEI3_5.jpg?max_age=2592004
402,Lucky,Lucky,王一博,大陆歌手,2019/3/13,3.0,3.0,2,659955,1979865.0,https://y.qq.com/music/photo_new/T002R300x300M000002ZmcPh1CdmK3_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004OG5IM1BYEI3_5.jpg?max_age=2592005
403,Call Call,Call Call,王怡人,组合成员,2022/8/31,4.0,4.0,1,5737,22948.0,https://y.qq.com/music/photo_new/T002R300x300M000000aFjLo2haJUK_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000DI4Ed2nP7h1_4.jpg?max_age=2592000
404,宝贝,宝贝,王源,组合成员,2018/1/22,2.0,2.0,2,3263963,6527926.0,https://y.qq.com/music/photo_new/T002R300x300M000000oZPXI3JhVNV_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000IBYF50SRnXP_3.jpg?max_age=2592000
405,AMH,AMH,王子异,大陆歌手,2018/7/13,3.0,3.0,1,403478,1210434.0,https://y.qq.com/music/photo_new/T002R300x300M000002S1Aib4OZRf9_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001Im6eg1UfmlG_6.jpg?max_age=2592000
406,辛丑｜壬寅,辛丑｜壬寅,惘闻,乐队,2022/10/10,22.0,22.0,7,18012,396264.0,https://p1.music.126.net/RepDL-zK5S6P9B93Zp_3mQ==/109951167951402494.jpg?param=140y140,2022/11/16,37.0,微店,260.0,黑胶,https://si.geilicdn.com/pcitem901654594399-4b73000001847e7722470a231418_2000_2000.jpg.webp?w=750&h=750&cp=1,歌词,https://p2.music.126.net/j7JFeQI9G0KZisDYEeUAsQ==/3385396307063442.jpg
407,十万个为什么,十万个为什么,惘闻,乐队,2020/9/24,18.0,18.0,8,12212,219816.0,https://p1.music.126.net/gWD7B96u2Ydlc3e_hxwl-A==/109951165338873784.jpg?param=140y140,2020/11/17,54.0,淘宝,280.0,黑胶,https://p1.music.126.net/gWD7B96u2Ydlc3e_hxwl-A==/109951165338873784.jpg?param=140y140,歌词,https://p2.music.126.net/j7JFeQI9G0KZisDYEeUAsQ==/3385396307063442.jpg
408,晚晴,晚晴,薇娅viya,其他,2020/1/13,3.0,3.0,1,10917,32751.0,https://p1.music.126.net/chH16Brs8kZtfC1Boz4__w==/109951164619856764.jpg?param=140y140,,,,,,,,https://p2.music.126.net/VYGAqesZCVyI_nORaBC5VQ==/109951164614127069.jpg
409,白日梦想家 I,白日梦想家 I,魏晨,大陆歌手,2016/1/11,5.0,5.0,2,90526,452630.0,https://y.qq.com/music/photo_new/T002R300x300M000004Vl7z71qc2Se_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004DTQXp0cNXeG_2.jpg?max_age=2592000
410,白日梦想家 II,白日梦想家,魏晨,大陆歌手,2016/2/1,5.0,10.0,2,84476,422380.0,https://y.qq.com/music/photo_new/T002R300x300M000002R8S7Q2YFsAg_1.jpg?max_age=2592000,2016/2/19,18.0,五大唱片/博客来/诚品,85.26,CD,https://www.5music.com.tw/cdpic/zn2/12016214843.jpg,歌词,https://y.qq.com/music/photo_new/T001R300x300M000004DTQXp0cNXeG_2.jpg?max_age=2592000
411,LIMBO,LIMBO,文俊辉,组合成员,2022/9/23,4.0,4.0,2,47943,192529.0,https://y.qq.com/music/photo_new/T002R300x300M000002rNFXP3rvtif_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003Pe8hT48Ba0a_11.jpg?max_age=2592000
412,他,他,文兆杰,大陆歌手,2018/8/3,5.0,5.0,2,11790,58950.0,https://y.qq.com/music/photo_new/T002R300x300M000001yx2TR0pRrLf_1.jpg,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002ydX9z4I4qqs_5.jpg
413,No Mercy,No Mercy,无妄合作社,乐队,2021/9/10,6.0,6.0,6,1081,6486.0,https://p2.music.126.net/J8GfcLMUWyvtdrMT3yXrLw==/109951166366300262.jpg?param=140y140,,,,,,,,https://p2.music.126.net/nI6fy9zH9CYvii5A9IFMRA==/109951166368628885.jpg
414,为你,为你,吴海,大陆歌手,2021/8/20,5.0,5.0,3,9504,47520.0,https://p2.music.126.net/5MF-IymcTRGzklVWp0W0ww==/109951166300195279.jpg?param=140y140,,,,,,,,https://p2.music.126.net/sGTkWelrOpJBwaJ_vvz2hg==/109951166618122951.jpg
415,夏日季风,夏日季风,吴季峰,大陆歌手,2019/9/19,5.0,5.0,3,55934,279670.0,https://y.qq.com/music/photo_new/T002R300x300M0000031OF1L1WLtV2_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001h6nSZ3g5xUT_4.jpg?max_age=2592000
416,We Were In Love,We Were In Love,吴宣仪,大陆歌手,2021/1/26,3.0,3.0,1,275031,825093.0,https://y.qq.com/music/photo_new/T002R300x300M000002yf7rE1SEoaB_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000sVzZ83BIMjq_8.jpg
417,25,25,吴宣仪,大陆歌手,2020/9/25,7.0,7.0,3,239049,1673343.0,https://y.qq.com/music/photo_new/T002R300x300M0000020FhIA1KaavL_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000sVzZ83BIMjq_7.jpg
418,GIFT,GIFT,吴宣仪,大陆歌手,2021/12/30,6.0,6.0,3,31249,187494.0,https://y.qq.com/music/photo_new/T002R300x300M0000044fkBt0AAFZ2_1.jpg?max_age=2592000,2022/5/28,149.0,QQ音乐,115.31,CD,https://gd3.alicdn.com/imgextra/i3/2200646018017/O1CN01o7ZxJ0295q1ZMQMNH_!!2200646018017.jpg_400x400.jpg,蝴蝶胸针/小卡/歌词,https://y.qq.com/music/photo_new/T001R300x300M000000sVzZ83BIMjq_9.jpg
419,向宇宙许愿,向宇宙许愿,吴宣仪,大陆歌手,2023/3/9,4.0,4.0,1,15707,62828.0,https://y.qq.com/music/photo_new/T002R300x300M000002NrXY124TPeV_3.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000sVzZ83BIMjq_11.jpg
420,不，爱了,不，爱了,吴宣仪,大陆歌手,2023/5/20,12.0,12.0,3,12313,147756.0,https://y.qq.com/music/photo_new/T002R300x300M000001BXoDJ3MHKAA_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000sVzZ83BIMjq_10.jpg
421,Don't let me down,Don't let me down,吴哲晗,大陆歌手,2021/8/14,3.0,3.0,1,432316,1296948.0,https://p1.music.126.net/l8VhiWuuN6-IdJfnWN2Oyw==/109951166278680922.jpg?param=140y140,,,,,,,,https://p1.music.126.net/s7HGlHOXB2PcB7XExm9n3A==/109951166281484033.jpg
422,活鱼逆流而上，死鱼随波逐流,活鱼逆流而上，死鱼随波逐流,五条人,乐队,2021/8/18,20.0,20.0,11,21661,433220.0,https://y.qq.com/music/photo_new/T002R300x300M000004ER5j02dAm8m_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001pxv2v4Olrcg_4.jpg?max_age=2592000
423,一半真情流露，一半靠表演,一半真情流露，一半靠表演,五条人,乐队,2021/8/18,20.0,20.0,11,18585,371700.0,https://y.qq.com/music/photo_new/T002R300x300M000003OJnxb3foZY9_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001pxv2v4Olrcg_4.jpg?max_age=2592000
424,当你和心跳一起出现,当你和心跳一起出现,萧亚轩,台湾歌手,2019/12/20,3.0,3.0,1,401443,1204329.0,https://y.qq.com/music/photo_new/T002R300x300M000001sWLyI25K8lv_3.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002tkdEU4gLVqO_3.jpg?max_age=2592000
425,不如先庆祝能在一起,不如先庆祝能在一起,萧亚轩,台湾歌手,2020/3/11,3.0,3.0,1,187313,561939.0,https://y.qq.com/music/photo_new/T002R300x300M000002zRNwy2Qu1bG_6.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002tkdEU4gLVqO_3.jpg?max_age=2592000
426,Naked Truth 赤裸真相,Naked Truth 赤裸真相,萧亚轩,台湾歌手,2020/12/24,25.0,25.0,10,107932,2698300.0,https://y.qq.com/music/photo_new/T002R300x300M0000043Mbku3uHEE1_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002tkdEU4gLVqO_3.jpg?max_age=2592000
427,青云不坠,青云不坠,小坠,大陆歌手,2019/2/16,15.0,15.0,8,15796,236940.0,https://p2.music.126.net/HLt4LAER5LElWqD52971Eg==/109951163864385665.jpg?param=140y140,,,,,,,,https://p1.music.126.net/tQco7_zUCyEMWWYRJhJHOA==/109951164951753264.jpg
428,光点,光点,肖战,组合成员,2020/4/25,3.0,3.0,1,54370512,163111536.0,https://y.qq.com/music/photo_new/T002R300x300M000000tvOOc33qTms_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000022eAG537I1bg_3.jpg?max_age=2592000
429,知非,知非,谢春花,大陆歌手,2017/5/31,5.0,5.0,9,50972,254860.0,https://y.qq.com/music/photo_new/T002R300x300M000001ujTcC05YMQB_1.jpg?max_age=2592000,2017/7/26,56.0,京东,99.0,CD,https://img10.360buyimg.com/n1/jfs/t5710/354/6968065972/131585/7b4cc16c/596d9d86N6a3e6a4c.jpg.avif,歌词,https://y.qq.com/music/photo_new/T001R300x300M000003hTTjo3JYqgM_7.jpg?max_age=2592000
430,CHA CHA CHA,CHA CHA CHA,新风暴,组合,2019/5/27,5.0,5.0,2,53231,266155.0,https://p1.music.126.net/VLNEsftixpNC3vT-j90u9A==/109951164096112276.jpg?param=140y140,,,,,,,,https://p1.music.126.net/QgcThKEQ-Ahy5M8jur4q3g==/109951164096480999.jpg
431,爱 广播 飞机,爱 广播 飞机,新裤子,乐队,2021/3/18,1.0,1.0,10,320245,320245.0,https://y.qq.com/music/photo_new/T002R300x300M000001WMnp138YJI1_1.jpg?max_age=2592000,2021/4/15,28.0,正在现场APP（摩登天空）,100.0,CD,https://i1.sndcdn.com/artworks-frPIM5xhNdak-0-t500x500.jpg,歌词,https://y.qq.com/music/photo_new/T001R300x300M000000keDtj2Um0rT_3.jpg?max_age=2592001
432,我们羞于表达的感情,我们羞于表达的感情,新裤子 / 大张伟,合作歌手,2019/11/28,3.0,3.0,1,371619,1114857.0,https://y.qq.com/music/photo_new/T002R300x300M000000l5Ods4X3T8l_3.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000keDtj2Um0rT_3.jpg?max_age=2592000
433,梦,梦,徐昊原,其他,2022/10/24,3.0,3.0,5,1828,5484.0,https://p2.music.126.net/GB9GIrCj28bw8gnATSK2rw==/109951167986511444.jpg?param=140y140,,,,,,,,https://p2.music.126.net/KMBSMkKz8yQTlBHsdQUQkw==/109951167727281985.jpg
434,徐梦圆 同名专辑,徐梦圆,徐梦圆,大陆歌手,2018/3/8,16.0,16.0,10,58302,932832.0,https://p2.music.126.net/9cySfhHshoKksSkAxwVVqw==/109951163175751210.jpg?param=140y140,2018/2/28,-8.0,秀动/京东/天猫/苏宁,118.0,CD,https://gw.alicdn.com/imgextra/i1/291799040/O1CN019ulltp2GeMvRmOWdh_!!291799040.jpg,歌词,https://p1.music.126.net/TjUwKehhgYKFfAFoT2XCDQ==/109951162862731564.jpg?param=130y130
435,靠近,靠近,徐梦圆,大陆歌手,2020/4/28,6.0,6.0,6,7020,42120.0,https://p2.music.126.net/30p-WjrPCoyu2Un-jJ2aGQ==/109951164928446817.jpg?param=140y140,,,,,,,,https://p1.music.126.net/TjUwKehhgYKFfAFoT2XCDQ==/109951162862731564.jpg?param=130y130
436,北极的企鹅,北极的企鹅,徐子未,大陆歌手,2021/8/25,3.0,3.0,1,98807,296421.0,https://y.qq.com/music/photo_new/T002R300x300M000002BoFr34DvTT6_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001uDSiH4LctEM_8.jpg?max_age=2592000
437,模仿,模仿,徐子未,大陆歌手,2021/10/13,3.0,3.0,1,6079,18237.0,https://y.qq.com/music/photo_new/T002R300x300M000003jyAzg3e8f2m_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001uDSiH4LctEM_8.jpg?max_age=2592000
438,世界所有的星星,世界所有的星星,徐子未,大陆歌手,2022/4/19,3.0,3.0,1,5517,16551.0,https://y.qq.com/music/photo_new/T002R300x300M000001jAcyP1GILUp_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001uDSiH4LctEM_8.jpg?max_age=2592000
439,无尽光芒,无尽光芒,许巍,大陆歌手,2018/12/26,20.0,20.0,10,148203,2964060.0,https://y.qq.com/music/photo_new/T002R300x300M000003OoJaJ3y8jYY_1.jpg?max_age=2592000,2018/12/12,-14.0,京东,116.0,CD,https://y.qq.com/music/photo_new/T002R300x300M000003OoJaJ3y8jYY_1.jpg?max_age=2592000,歌词,https://y.qq.com/music/photo_new/T001R300x300M00000235pCx2tYjlq_2.jpg?max_age=2592000
440,15分钟的疯狂,时刻,许魏洲,大陆歌手,2017/8/10,5.0,5.0,3,455638,2278190.0,https://p1.music.126.net/6VxnNn9C0Acap5CVdhPG5w==/109951163022990504.jpg?param=140y140,2018/7/6,330.0,京东/博客来/五大网路/佳佳网路/SONYMUSIC,94.0,CD,https://m.360buyimg.com/mobilecms/s750x750_jfs/t20974/21/1702675887/760131/305ced79/5b3498dbN8956c9a5.jpg,写真集/歌词/小卡,https://p1.music.126.net/-rGLyxlg34-IP91ROt9-NA==/109951163103788285.jpg
441,逾期玫瑰,逾期玫瑰,轩ZONE / 陈张太康,合作歌手,2020/12/10,2.0,2.0,1,16152,32304.0,https://p2.music.126.net/bUearUU1F86N2-Fu5oF7Eg==/109951165529449763.jpg?param=140y140,,,,,,,,https://p1.music.126.net/_UZj1hkPP7RgSmNh_mbpnA==/109951165806857192.jpg
442,白日梦,白日梦,言和,虚拟歌手,2020/7/11,8.0,8.0,4,13082,104656.0,https://p1.music.126.net/c5J1ecDuG1D-MUiGWRJLzA==/109951165122924023.jpg?param=140y140,,,,,,,,https://p2.music.126.net/nVhBXi_m5em9Pd3cR6sB6Q==/109951167647832984.jpg
443,亲爱的怪物,亲爱的怪物,炎亚纶,台湾歌手,2018/9/28,7.0,7.0,3,99231,694617.0,https://y.qq.com/music/photo_new/T002R300x300M000003SXX3f4PZUbt_4.jpg?max_age=2592000,2018/9/28,0.0,五大唱片/博客来/诚品,69.25,CD,https://y.qq.com/music/photo_new/T002R300x300M000003SXX3f4PZUbt_4.jpg?max_age=2592000,歌词/写真集/小卡,https://y.qq.com/music/photo_new/T001R300x300M000001BeVci3YRijq_7.jpg?max_age=2592000
444,最想去的地方,最想去的地方,炎亚纶,台湾歌手,2018/3/30,5.0,5.0,3,64197,320985.0,https://y.qq.com/music/photo_new/T002R300x300M000003AZKvJ2ASACN_1.jpg?max_age=2592000,2018/3/30,0.0,五大唱片/博客来/诚品,69.25,CD,https://y.qq.com/music/photo_new/T002R300x300M000003AZKvJ2ASACN_1.jpg?max_age=2592000,歌词,https://y.qq.com/music/photo_new/T001R300x300M000001BeVci3YRijq_7.jpg?max_age=2592000
445,Never Give Up,Never Give Up,杨超文,台湾歌手,2020/9/28,3.0,3.0,1,16676,50032.0,https://y.qq.com/music/photo_new/T002R300x300M000002djhkX39mxju_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004a8Abx1lY8TH_5.jpg?max_age=2592000
446,年轮说,年轮说,杨丞琳,台湾歌手,2016/9/30,18.0,18.0,10,566213,10916118.0,https://p2.music.126.net/F06r32IxFWWquGjY3bl40w==/3401888991666195.jpg?param=140y140,2016/9/30,0.0,五大唱片/博客来/诚品,115.58,CD,https://p2.music.126.net/F06r32IxFWWquGjY3bl40w==/3401888991666195.jpg,歌词,https://p2.music.126.net/ipcSjGSkwq22ejZ_6HJe2w==/109951165400643929.jpg
447,遇见光之时,遇见光之时,杨桐 (Toarey Yang),大陆歌手,2019/4/17,5.0,5.0,3,8161,40805.0,https://p2.music.126.net/R741EasVU7br2e-rQ_LSyg==/109951164003043513.jpg?param=140y140,,,,,,,,https://p1.music.126.net/YgZw5r-A9VJGxOZ8__Ex8w==/109951164005153376.jpg
448,邃宇,邃宇,杨宇腾,大陆歌手,2021/8/31,5.0,5.0,2,28951,144755.0,https://p1.music.126.net/l5NuYg2n9kUQxTFYG__GJA==/109951166336841988.jpg?param=140y140,,,,,,,,https://p2.music.126.net/GnAoJxXJd6NTOyHNtLeBkA==/109951166348302606.jpg
449,镜中兽（Mirror Me）,镜中兽（Mirror Me）,姚明明（姚柏南）,大陆歌手,2020/10/23,12.0,12.0,5,85680,1028794.0,https://y.qq.com/music/photo_new/T002R300x300M000000QQduf287rel_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004OIcAI0GJsTM_9.jpg?max_age=2592000
450,我的意中人,我的意中人,叶里,大陆歌手,2019/1/12,5.0,5.0,3,5024,25120.0,https://p2.music.126.net/tBVDJDG6Pst6Gj3G3TI8sg==/109951163787950709.jpg?param=140y140,,,,,,,,https://p1.music.126.net/_7Fxw1xFgDu8RO4IGhh_jQ==/109951163745496990.jpg
451,Real Love Is...,Real Love Is...,椅子乐团 The Chairs,乐队,2020/10/16,16.0,16.0,9,7098,113568.0,https://y.qq.com/music/photo_new/T002R300x300M000001xaaEw1UGOeB_1.jpg?max_age=2592000,2020/12/31,76.0,五大唱片/博客来/诚品,122.76,CD,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/022/05/0020220566.jpg&v=5fe5485ak&w=348&h=348,歌词,https://y.qq.com/music/photo_new/T001R300x300M00000000uSo49QiGl_7.jpg?max_age=2592000
452,硬糖定律,硬糖定律,硬糖少女303,组合,2020/8/11,10.0,10.0,5,824156,8241560.0,https://y.qq.com/music/photo_new/T002R300x300M000000B9SZf2hS8gF_9.jpg?max_age=2592000,2021/2/4,177.0,硬糖少女303app,,CD,https://y.qq.com/music/photo_new/T002R300x300M000000B9SZf2hS8gF_9.jpg?max_age=2592000,歌词/小卡/写真集,https://y.qq.com/music/photo_new/T001R300x300M0000000EpTU2xrUT7_3.jpg?max_age=2592000
453,异界来客,异界来客,幼稚园杀手,乐队,2021/12/8,20.0,20.0,27,45446,908920.0,https://p1.music.126.net/qUqm1QcwHSD59zh9u7i-SA==/109951166697831779.jpg?param=140y140,2021/12/8,0.0,淘宝,200.0,CD,https://p1.music.126.net/qUqm1QcwHSD59zh9u7i-SA==/109951166697831779.jpg,歌词,https://p1.music.126.net/Pkw6QVUz5ztgrVDsQFeOZQ==/109951164079865251.jpg
454,适者生存,适者生存,幼稚园杀手 / 9 Tribez,合作歌手,2020/6/3,20.0,20.0,15,67260,1345200.0,https://p1.music.126.net/6f3tJKJa4cRKVCT2NRg5mQ==/109951165031706793.jpg?param=140y140,2020/5/24,-10.0,淘宝,200.0,CD,https://p1.music.126.net/6f3tJKJa4cRKVCT2NRg5mQ==/109951165031706793.jpg,歌词,https://p1.music.126.net/Pkw6QVUz5ztgrVDsQFeOZQ==/109951164079865251.jpg
455,清曲雅韵（余琼莹潮曲唱腔艺术精选）,清曲雅韵（余琼莹潮曲唱腔艺术精选）,余琼莹,其他,2020/12/22,20.0,20.0,9,232,4640.0,https://y.qq.com/music/photo_new/T002R300x300M000002zsaDD1HYjCx_3.jpg,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000ohZ8N2XVQIK_3.jpg
456,沙发里有沙发Radio,沙发里有沙发Radio,鱼丁糸,乐队,2020/8/7,3.0,3.0,1,135604,406812.0,https://p2.music.126.net/PpxtGEfvD6efUd5wAP0-hg==/109951165204689794.jpg?param=140y140,,,,,,,,https://p1.music.126.net/-Zzlo5871LEIlKk015Y3fQ==/109951165204696618.jpg
457,INFINITY,INFINITY,雨洛Huge,大陆歌手,2019/5/7,15.0,15.0,9,1026,15390.0,https://p2.music.126.net/GoNIaRi8zsAWWUXgRgcaLg==/109951164036896873.jpg?param=140y140,,,,,,,,https://p1.music.126.net/KppLwoWkd0boeWBpzSyzuA==/109951163112332170.jpg
458,迟爱,迟爱,郁可唯,大陆歌手,2019/4/24,3.0,3.0,1,83884,251652.0,https://y.qq.com/music/photo_new/T002R300x300M000003UP2BH2e4cXO_1.jpg?param=140y140,,,,,,,,https://p1.music.126.net/W9rOWYwExNHVKdtgR35F2g==/109951165476545548.jpg
