album,singer,identity,digit-date,price,song-number,total-volumn,total-sale,QQ音乐（张）,QQ音乐（元）,网易云音乐（张）,网易云音乐（元）,酷狗音乐（张）,酷狗音乐（元）,酷我音乐（张）,酷我音乐（元）,咪咕音乐（张）,咪咕音乐（元）,digit-img,entity-date,diff,entity-platform,entity-price,entity-form,实体价格2,形式2,entity-img,实体封面2,entity-thing,微博,singer-img,歌手图片2
幸存者 Drifter,林俊杰,台湾歌手,2020/10/20,18,6,910111,16381998,549723,9895014,276893,4984074,72937,1312866,5770,103860,4788,86184,https://y.qq.com/music/photo_new/T002R300x300M000003cnxEk2Pap9I_3.jpg?max_age=2592000,2020/10/20,0,五大唱片/博客来/佳佳,159.07,CD,,,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/021/93/0020219358.jpg&v=5f855997k&w=348&h=348,,单曲CD/歌词本/写真,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592009,
Wonderland,林俊杰,台湾歌手,2019/10/14,3,1,892811,2678433,529698,1589094,283036,849108,72307,216921,5764,17292,2006,6018,https://y.qq.com/music/photo_new/T002R300x300M000000XEFal22lEwn_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592019,
对的时间点,林俊杰,台湾歌手,2019/8/26,5,2,891276,4456380,526495,2632475,248121,1240605,105762,528810,8232,41160,2666,13330,https://y.qq.com/music/photo_new/T002R300x300M000000n9f7q2l8Yl9_4.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592014,
愿与愁,林俊杰,台湾歌手,2023/4/21,3,1,834692,2504076,0,0,834692,2504076,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000004ZOIop1doXru_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592020,
伟大的渺小,林俊杰,台湾歌手,2017/11/24,4,2,813885,3255540,653444,2613776,56588,226352,93534,374136,10319,41276,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001oDaKN2Dtwv5_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592017,
重拾_快乐,林俊杰,台湾歌手,2023/4/21,36,12,790728,28466208,592712,21337632,98737,3554532,94624,3406464,4655,167580,0,0,https://y.qq.com/music/photo_new/T002R300x300M000004ZOIop1doXru_2.jpg?max_age=2592000,2023/9/7,139,五大唱片/博客来/佳佳,156.76,CD,,,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/023/26/0020232698.jpg&v=649b9769k&w=348&h=348,,/,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592005,
一定会/After The Rain,林俊杰,台湾歌手,2021/11/29,5,2,768712,3886385,428006,2164090,259559,1297795,77729,406792,3418,17708,0,0,https://y.qq.com/music/photo_new/T002R300x300M000004Xe3fb1dq6UD_3.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592016,
谢幕,林俊杰,台湾歌手,2023/3/25,3,1,547742,1643226,363741,1091223,94142,282426,87390,262170,2469,7407,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001Pevrs2AwNVQ_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592021,
Like You Do 如你,林俊杰,台湾歌手,2020/10/20,18,8,434826,7826868,287740,5179320,105469,1898442,36841,663138,2645,47610,2131,38358,https://y.qq.com/music/photo_new/T002R300x300M000001O8vnZ3OetWY_3.jpg?max_age=2592000,2021/4/23,185,五大唱片/博客来/佳佳,115.2,CD,,,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/022/18/0020221846_b_01.jpg&v=607d3e21k&w=655&h=609,,歌词本/写真集,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592012,
小瓶子,林俊杰,台湾歌手,2017/11/27,2,1,401175,802350,334139,668278,16293,32586,46153,92306,4590,9180,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002VdErv41kpa8_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592026,
7千3百多天,林俊杰,台湾歌手,2022/11/1,3,1,395783,1187349,256488,769464,81963,245889,55793,167379,1539,4617,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001DyYEn16mUQm_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592022,
SHOW THE WORLD,林俊杰,台湾歌手,2019/6/20,3,1,338883,1016649,265972,797916,0,0,54740,164220,17604,52812,567,1701,https://y.qq.com/music/photo_new/T002R300x300M000000ADcn52UzdWj_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592024,
和自己对话-感动双推荐,林俊杰,台湾歌手,2015/12/18,4,2,225515,902060,208112,832448,12033,48132,5370,21480,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002q7sod3V0WUk_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592025,
感爵这一刻,林俊杰,台湾歌手,2020/12/22,5,2,224525,1122625,139165,695825,65980,329900,16760,83800,1161,5805,1459,7295,https://y.qq.com/music/photo_new/T002R300x300M000004atgvK3uaRN4_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592023,
In The Joy,林俊杰 / Anderson .Paak,合作歌手,2023/4/7,3,1,193712,581136,113567,340701,56217,168651,23352,70056,576,1728,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001AFQWD2TbOF1_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592003,https://y.qq.com/music/photo_new/T001R300x300M000001Ua5Xq3E8SKX_2.jpg?max_age=2592000
Stay With You (英文版),林俊杰 / 孙燕姿,合作歌手,2020/8/9,3,1,437800,1313400,242901,728703,132368,397104,49579,148737,10313,30939,2639,7917,https://y.qq.com/music/photo_new/T002R300x300M000000DBkNc44oBhc_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592002,https://y.qq.com/music/photo_new/T001R300x300M000001pWERg3vFgg8_5.jpg?max_age=2592000
无滤镜(feat. 藤原浩),林俊杰 / 藤原浩,合作歌手,2020/7/30,3,1,678026,2034078,371747,1115241,204508,613524,87052,261156,10708,32124,4011,12033,https://y.qq.com/music/photo_new/T002R300x300M000002IuVU91dSslH_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592001,https://y.qq.com/music/photo_new/T001R300x300M000001ym3Po0QbRgf_2.jpg?max_age=2592000
丹宁执着,林俊杰 / 消除联萌,合作歌手,2017/8/23,2,1,407450,814900,319639,639278,31168,62336,49191,98382,7263,14526,189,378,https://y.qq.com/music/photo_new/T002R300x300M000002R45w725Mr2V_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592000,https://y.qq.com/music/photo_new/T001R300x300M000001uV89L2e3fY4_2.jpg?max_age=2592000
如影,林陌,大陆歌手,2020/11/15,3,1,108842,326526,0,0,108842,326526,0,0,0,0,0,0,https://p1.music.126.net/8HshAN_uf9OhdTP56VIjJA==/109951165460573262.jpg,,,,,,,,,,,,https://p2.music.126.net/eD42GLhwUOnL-AO4rxJQTw==/109951164698981506.jpg,
刚好的伤口,林彦俊,大陆歌手,2019/1/7,3,2,2434189,7302567,2288354,6865062,0,0,124192,372576,15351,46053,6292,18876,https://y.qq.com/music/photo_new/T002R300x300M0000029PCuB2DIBp8_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000021rE0d46NhIt_8.jpg?max_age=2592000,
对手,林彦俊,大陆歌手,2019/8/24,2,1,2097965,4195930,1976611,3953222,0,0,101695,203390,15782,31564,3877,7754,https://y.qq.com/music/photo_new/T002R300x300M000001ZhB993mE3Ld_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000021rE0d46NhIt_8.jpg?max_age=2592000,
Escape.,林彦俊,大陆歌手,2019/4/12,4,2,1210084,4840336,871571,3486284,0,0,65915,263660,17280,69120,255318,1021272,https://y.qq.com/music/photo_new/T002R300x300M000000SVLvW0snMWF_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000021rE0d46NhIt_8.jpg?max_age=2592000,
火焰小溪,林宥嘉,台湾歌手,2018/8/5,3,2,83626,250878,0,0,83626,250878,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001VziDa0RNpHi_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001f0VyZ1hmWZ1_8.jpg?max_age=2592000,
折纸信笺,泠鸢yousa,虚拟歌手,2020/12/17,14.8,10,35715,531190,6810,102304,23798,352210.4,4874,73205.2,233,3470.4,0,0,https://y.qq.com/music/photo_new/T002R300x300M000000da4ew3MBwvW_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002caw8n4fioLI_4.jpg?max_age=2592000,
LRY18,刘人语,大陆歌手,2019/10/10,9,6,22503,202527,20722,186498,0,0,1473,13257,308,2772,0,0,https://y.qq.com/music/photo_new/T002R300x300M000004DatTS2uMgII_3.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001e1tHw2JFOx4_6.jpg?max_age=2592000,
甜甜的小美满,刘人语,大陆歌手,2020/4/10,3,1,15681,47043,12308,36924,0,0,2906,8718,467,1401,0,0,https://y.qq.com/music/photo_new/T002R300x300M000000nST9K4IsZik_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001e1tHw2JFOx4_6.jpg?max_age=2592000,
晚安，琦,刘瑞琦,大陆歌手,2017/5/19,8,6,53063,440512,23798,198788,22269,178152,6243,57376,753,6196,0,0,https://y.qq.com/music/photo_new/T002R300x300M000000n3Mr638hYHN_1.jpg?max_age=2592000,2017/10/21,155,京东/淘宝/五大唱片,54.3,CD,,,https://img14.360buyimg.com/n0/jfs/t7246/243/416462257/34853/72ceec75/5992c285Nec9a58ef.jpg,,歌词本,https://weibo.com/2696749592/FrqTZ6z4r,https://y.qq.com/music/photo_new/T001R300x300M000003bQEFA3KrvLI_3.jpg?max_age=2592000,
小小星球,刘维,大陆歌手,2020/3/24,17,10,26884,457028,17608,299336,4638,78846,1563,26571,314,5338,2761,46937,https://y.qq.com/music/photo_new/T002R300x300M000004OOw2q29W7Wz_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000022vJv649R7V2_3.jpg?max_age=2592000,
AYO,刘宇,大陆歌手,2023/6/6,4,1,148348,593392,137748,550992,0,0,7992,31968,2608,10432,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002ZQSUq3pZOCm_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M00000255EBh1FcAEk_12.jpg?max_age=2592000,
时光会记得,刘宇,大陆歌手,2023/5/22,4,1,140051,560204,133780,535120,0,0,4706,18824,1565,6260,0,0,https://y.qq.com/music/photo_new/T002R300x300M00000464Bvb0Ssfem_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M00000255EBh1FcAEk_12.jpg?max_age=2592000,
爱受伤了,六哲,大陆歌手,2018/3/2,2,1,293166,586332,9116,18232,0,0,281594,563188,2456,4912,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001bBlFu0YWTg6_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003wBqzB3ZJaB9_3.jpg?max_age=2592000,
Xplore,鹿晗,大陆歌手,2016/12/27,5,2,3664318,18321590,1337376,6686880,0,0,2240023,11200115,86919,434595,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002QQ4rR43wFDv_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592000,
π-volume.1,鹿晗,大陆歌手,2019/4/17,3,2,3477798,10433394,2630568,7891704,0,0,816996,2450988,30234,90702,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002tGMcj2ScmPy_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592006,
Reloaded I,鹿晗,大陆歌手,2015/9/14,5,5,3358873,16794365,3358873,16794365,0,0,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M0000027Sb9k2vnonF_1.jpg?max_age=2592000,,,五大唱片/博客来/佳佳/音悦商城,62,CD,,,https://ww4.sinaimg.cn/large/005XzLqcgw1ez9d06zw8ej30qo0zk0us.jpg,,,https://weibo.com/5460991756/D9Iqk40P4,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592001,
π-volume.3,鹿晗,大陆歌手,2020/5/27,4,2,3009225,12036900,2870991,11483964,0,0,126509,506036,11725,46900,0,0,https://y.qq.com/music/photo_new/T002R300x300M000004ZQafQ1ouaQ3_4.jpg?max_age=2592000,2021/3/19,296,淘宝,227,USB,,,https://img.alicdn.com/imgextra/i3/2210187923695/O1CN01fmSGib1dAM83efxaG_!!2210187923695.jpg_640x640q80_.webp,,手写留白歌词/项链,https://weibo.com/5460991756/K6TiraZst,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592004,
Venture,鹿晗,大陆歌手,2017/2/21,5,2,2607467,13037335,1265215,6326075,0,0,1238557,6192785,103695,518475,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002aWIVK0qvVTB_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592002,
I,鹿晗,大陆歌手,2017/6/27,5,2,2433790,12168950,1534432,7672160,0,0,835196,4175980,64162,320810,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002214db2ALiIG_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592003,
风吹过,鹿晗,大陆歌手,2021/4/17,3,1,1994260,5982780,1884701,5654103,0,0,99603,298809,9956,29868,0,0,https://y.qq.com/music/photo_new/T002R300x300M0000011PsyE10ehJ3_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592011,
Imagination,鹿晗,大陆歌手,2017/4/19,5,2,1848529,9242645,1222779,6113895,0,0,562636,2813180,63114,315570,0,0,https://y.qq.com/music/photo_new/T002R300x300M00000435a2s4YeuWb_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592007,
π-volume.4,鹿晗,大陆歌手,2020/10/27,7,4,1511557,10580899,1442003,10094021,0,0,59699,417893,9855,68985,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002N3gR01CnUiG_6.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592005,
Reloaded +,鹿晗,大陆歌手,2016/2/16,5,3,1429902,7149510,1429902,7149510,0,0,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000003btbWd24RwuG_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592009,
π-volume.2,鹿晗,大陆歌手,2019/8/30,7,3,1320343,9242401,1229605,8607235,0,0,81509,570563,9229,64603,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002Q4ET22so2bL_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592008,
Reloaded II,鹿晗,大陆歌手,2015/12/1,5,2,1317897,6589485,1317897,6589485,0,0,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M0000002cFwv0QSgw2_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592010,
Slow Ride (兜风),鹿晗,大陆歌手,2022/4/12,3,1,910602,2731806,566130,1698390,239433,718299,89135,267405,15904,47712,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001w7Tcy3fBa9k_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592012,
杀手2041,罗嘉维,大陆歌手,2022/6/21,18,10,4,72,4,72,0,0,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001lQYLp2kBl07_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003TbMEF34Eq3M_4.jpg?max_age=2592000,
等风停,罗云熙,大陆歌手,2020/6/19,3,1,558008,1674024,0,0,543883,1631649,0,0,0,0,14125,42375,https://p1.music.126.net/xDbBBcrqTs5wkeJKhgv4WQ==/109951165065439706.jpg,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003dAtHm2wUIdk_4.jpg?max_age=2592000,
逆流而上,罗云熙,大陆歌手,2019/7/28,3,1,354128,1062384,0,0,350070,1050210,0,0,0,0,4058,12174,https://p2.music.126.net/3RVfVtcRt1p4zxzphAn3VA==/109951164241214151.jpg,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003dAtHm2wUIdk_4.jpg?max_age=2592000,
Ⅹ,罗云熙,大陆歌手,2020/12/27,18,10,142105,2557890,126145,2270610,849,15282,6428,115704,1923,34614,6760,121680,https://y.qq.com/music/photo_new/T002R300x300M0000014YfXB1qBTWf_1.jpg?max_age=2592000,2021/7/30,215,京东,148,CD,,,https://m.360buyimg.com/mobilecms/s750x750_jfs/t1/196023/13/15076/85220/60ff664fE13e5a1f3/79fc0fd95e53f4e0.jpg!q80.dpg,,歌词本/书签/小卡/贴纸,https://weibo.com/6272607759/Kr6v608Uf,https://y.qq.com/music/photo_new/T001R300x300M000003dAtHm2wUIdk_4.jpg?max_age=2592000,
SHOW+1 <真人秀？>QQ音乐_加场版,罗志祥,台湾歌手,2015/12/18,5,2,25855,129275,25855,129275,0,0,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001BjfBN2Wc3LU_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003jECh24XL3yh_3.jpg?max_age=2592000,
永远都会在,旅行团乐队,乐队,2017/7/6,10,8,7944,79440,1586,15860,5750,57500,316,3160,292,2920,0,0,https://y.qq.com/music/photo_new/T002R300x300M000000qRxTS29DaTi_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001JYsh131vdGw_5.jpg?max_age=2592000,
感+,旅行团乐队,乐队,2018/6/21,12,11,5241,62892,1396,16752,3697,44364,0,0,123,1476,25,300,https://y.qq.com/music/photo_new/T002R300x300M000004HxZdX4d8v9J_1.jpg?max_age=2592000,2018/7/5,14,淘宝,100,CD,,,https://gd3.alicdn.com/imgextra/i3/92875218/TB2waxzB3aTBuNjSszfXXXgfpXa_!!92875218.jpg,,歌词本/半透明卡片,https://weibo.com/1987083167/Gox3T4aaV,https://y.qq.com/music/photo_new/T001R300x300M000001JYsh131vdGw_5.jpg?max_age=2592000,
假如陪伴是首歌,马頔 / 许飞 / 鹿先森乐队,合作歌手,2022/11/7,8,3,861,6888,0,0,861,6888,0,0,0,0,0,0,https://p2.music.126.net/3zR3BZYEBc2pB_II1YuLRg==/109951168030456159.jpg,,,,,,,,,,,,https://p1.music.126.net/VPvzCkjpoN40-NWlpMazbw==/109951164909602490.jpg,https://p1.music.126.net/pKcm64-HJNJoekK0qKw4Bg==/109951165073098518.jpg
傻瓜,马条,大陆歌手,2016/7/8,8,4,3565,32130,3565,32130,0,0,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002LO6C70tU0sO_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001lYPpP4DJug1_4.jpg?max_age=2592000,
篝火,马条,大陆歌手,2016/8/8,8,4,895,7160,895,7160,0,0,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M0000004ArnD015fDF_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001lYPpP4DJug1_4.jpg?max_age=2592000,
幼鸟指南,毛不易,大陆歌手,2021/5/31,20,11,687698,13753960,255690,5113800,387820,7756400,38280,765600,5908,118160,0,0,https://p2.music.126.net/mxLEk_AMm0w5gAMThGd14w==/109951166044914127.jpg,,,,,,,,,,,,https://p2.music.126.net/3L4q_THtqVP0Tuofry303Q==/109951168543731054.jpg,
平凡的一天,毛不易,大陆歌手,2018/7/3,25,26,511474,12786850,0,0,487694,12192350,0,0,0,0,23780,594500,https://p1.music.126.net/vmCcDvD1H04e9gm97xsCqg==/109951163350929740.jpg,,,,,,,,,,,,https://p2.music.126.net/3L4q_THtqVP0Tuofry303Q==/109951168543731054.jpg,
阿尔戈的荒岛,梅卡德尔,乐队,2021/12/22,12,10,11949,143388,840,10080,11031,132372,69,828,9,108,0,0,https://y.qq.com/music/photo_new/T002R300x300M0000029rcvT1K96ca_3.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001UeB5t0QikN1_3.jpg?max_age=2592000,
犟,孟美岐,大陆歌手,2019/4/23,5,2,2437111,12185555,2364052,11820260,0,0,54249,271245,18810,94050,0,0,https://y.qq.com/music/photo_new/T002R300x300M000000etWPH2Sk6kG_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002wD2gJ1PQ10C_6.jpg?max_age=2592000,
爱·不爱,孟美岐,大陆歌手,2020/10/30,7,3,1805937,12641559,9476,66332,1756963,12298741,1150,8050,0,0,38348,268436,https://y.qq.com/music/photo_new/T002R300x300M0000026jr7f468WEC_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002wD2gJ1PQ10C_6.jpg?max_age=2592000,
空白频率,孟美岐,大陆歌手,2022/11/7,12,3,102345,1228140,91890,1102680,4532,54384,5129,61548,677,8124,117,1404,https://y.qq.com/music/photo_new/T002R300x300M000002QZixK3tOetC_2.jpg?max_age=2592000,2023/4/14,158,QQ音乐,127,CD,,,https://y.qq.com/music/photo_new/T002R300x300M000002QZixK3tOetC_2.jpg?max_age=2592000,,浑天仪摆件/歌词本/小卡/戒指,https://weibo.com/2169129705/MBUVRzepZ,https://y.qq.com/music/photo_new/T001R300x300M000002wD2gJ1PQ10C_6.jpg?max_age=2592000,
在雨中,莫寒,大陆歌手,2020/11/26,3,1,189902,569706,178278,534834,0,0,7122,21366,4502,13506,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002nhUoB3JGeQq_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000GhPiA1JBYNG_5.jpg?max_age=2592000,
夏天的故事,莫寒,大陆歌手,2021/6/10,7,6,108193,757351,0,0,107986,755902,0,0,0,0,207,1449,https://y.qq.com/music/photo_new/T002R300x300M000002hO04w3fvoLq_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000GhPiA1JBYNG_5.jpg?max_age=2592000,
我们在中场相遇,莫文蔚,香港歌手,2018/5/31,20,11,230148,4602960,138983,2779660,48067,961340,38010,760200,5088,101760,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001XtPF21kfMXb_1.jpg?max_age=2592000,2018/6/8,8,五大唱片/博客来/佳佳,112.9,CD,353,黑胶,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/020/92/0020209275.jpg&v=5bf67014k&w=348&h=348,,徽章/歌词本,,https://y.qq.com/music/photo_new/T001R300x300M000000cISVf2QqLc6_5.jpg?max_age=2592000,
Side B,墨清弦,虚拟歌手,2020/5/20,8,4,5164,41312,0,0,5164,41312,0,0,0,0,0,0,https://p1.music.126.net/4b417N2AlOAkTQnlUEwMYg==/109951164998855746.jpg,,,,,,,,,,,,https://p2.music.126.net/KuAbP3W_wG15sj5ox13MaQ==/109951163911703476.jpg,
石敢当,木推瓜,乐队,2022/5/11,15,9,3677,55155,161,2415,3497,52455,19,285,0,0,0,0,https://p2.music.126.net/q1QWqfBemk4N_97w6wQ5BA==/109951167385894317.jpg,2022/4/29,-12,正在现场APP/淘宝,100,CD,,,https://mmbiz.qpic.cn/mmbiz_jpg/Pia6jL0felKXOVMnwVN82IEWP2hrsAPd6b3o5ibeK5gIrxW5hVwC7EdnmlfakWVgzhtxmt7QYAhuWibhfTdIOPJEQ/0?wx_fmt=jpeg&wxfrom=9,,歌词本,https://weibo.com/7391206072/LqHyoyNtM,https://p1.music.126.net/HhU-5jVELJUXWDK0btWUcg==/1373290026862343.jpg,
彼岸束棒舞,木推瓜,乐队,2022/12/24,15,10,3332,16772,0,0,3332,16772,0,0,0,0,0,0,https://p2.music.126.net/wx4Y1CnDVYB2mCgEey801Q==/109951168170478187.jpg,2023/1/15,22,正在现场APP,100,CD,,,https://mmbiz.qpic.cn/mmbiz_jpg/Pia6jL0felKVtxlT458Z8DttcLojJBNoVd0gySlibicDpKlcgCt1uBibWn2ibRHlY27prxIw1lAcSJwvpf4RppIWmpg/640?wx_fmt=jpeg&wxfrom=5&wx_lazy=1&wx_co=1,,歌词本,https://weibo.com/7391206072/Mos0MAygu,https://p1.music.126.net/HhU-5jVELJUXWDK0btWUcg==/1373290026862343.jpg,
生来倔强,南征北战NZBZ,乐队,2017/3/23,15,12,18799,281985,12978,194670,0,0,4404,66060,1417,21255,0,0,https://y.qq.com/music/photo_new/T002R300x300M000003wYYY91FstKX_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003ZQQb64D5317_4.jpg?max_age=2592000,
二十多岁，无人欣赏,南征北战NZBZ,乐队,2020/8/28,8,6,10939,89716,7873,63196,0,0,2794,24266,272,2254,0,0,https://y.qq.com/music/photo_new/T002R300x300M0000007v1IY0rdkkZ_3.jpg?max_age=2592000,2021/5/11,256,网易云/淘宝/微店,50,CD,,,https://gd1.alicdn.com/imgextra/i3/2206505185362/O1CN01LMd4hS1pTqNnkknnK_!!2206505185362.jpg_400x400.jpg,,歌词本,https://weibo.com/7214112629/KePN8h7gI,https://y.qq.com/music/photo_new/T001R300x300M000003ZQQb64D5317_4.jpg?max_age=2592000,
